eccid	chr_hg19	start_hg19	end_hg19	tissue
ecc598231	chr21	42376623	42377375	Head and Neck
ecc598232	chr21	42441349	42441885	Lung
ecc598233	chr21	42467867	42940744	Breast
ecc598234	chr21	42562233	42779974	Connective tissue
ecc598235	chr21	42606523	42871375	Breast
ecc598236	chr21	42871402	43688666	Breast
ecc598237	chr21	42892356	42893014	Connective tissue
ecc598238	chr21	42932933	43032724	Esophagus
ecc598239	chr21	44004805	44005471	Colon
ecc598240	chr21	44469703	44533240	Breast
ecc598241	chr21	44957159	45777382	Uterine Corpus Endometrial
ecc598242	chr21	45159887	47490230	Skin
ecc598243	chr21	45164853	45286535	Uterine Corpus Endometrial
ecc598244	chr21	45276006	45627976	Ovary
ecc598245	chr21	45323672	45453904	Breast
ecc598246	chr21	45500259	46035399	Breast
ecc598247	chr21	45838787	45849457	Pancreatic
ecc598248	chr21	46615351	48023522	Breast
ecc598249	chr22	1	18823201	Ovary
ecc598250	chr22	1	35853043	Prostate
ecc598252	chr22	16541055	16741531	Bladder
ecc598253	chr22	16868307	18216663	Skin
ecc598254	chr22	16883929	17549647	Bladder
ecc598255	chr22	17900000	20751875	Biliary tract
ecc598256	chr22	17900000	41453212	Esophagus
ecc598257	chr22	17900000	51304565	Pancreatic
ecc598258	chr22	18144510	18429411	Connective tissue
ecc598259	chr22	18256943	18693737	Skin
ecc598260	chr22	18549395	18750028	Skin
ecc598261	chr22	18613736	22255117	Lung
ecc598262	chr22	19529719	19530353	Skin
ecc598263	chr22	20149370	20169929	Esophagus
ecc598264	chr22	20224400	20424981	Stomach
ecc598265	chr22	20686801	22270045	Stomach
ecc598266	chr22	20911035	21075063	Biliary tract
ecc598267	chr22	21158248	21158882	Skin
ecc598268	chr22	21216525	21463210	Bladder
ecc598269	chr22	21270710	21471403	Skin
ecc598270	chr22	21823813	22024289	Bladder
ecc598271	chr22	22096801	28379029	Breast
ecc598272	chr22	22190123	22392995	Skin
ecc598273	chr22	22433379	22470648	Skin
ecc598274	chr22	22614742	22615208	Breast
ecc598275	chr22	22648849	22891135	Skin
ecc598276	chr22	22885429	23085905	Bladder
ecc598277	chr22	23858369	23858869	Breast
ecc598278	chr22	23888887	24043341	Connective tissue
ecc598279	chr22	24346786	25127309	Brain
ecc598280	chr22	24891354	27958714	Uterine Corpus Endometrial
ecc598281	chr22	26295032	26417568	Brain
ecc598282	chr22	27096483	27297175	Skin
ecc598283	chr22	27986318	27987011	Skin
ecc598284	chr22	28772816	31100963	Ovary
ecc598285	chr22	28901269	32943256	Bladder
ecc598286	chr22	30197316	30383469	Skin
ecc598287	chr22	30206034	30206631	Lung
ecc598288	chr22	30286486	31082160	Stomach
ecc598289	chr22	31234671	31789011	Lung
ecc598290	chr22	31844292	37058750	Lung
ecc598291	chr22	32135487	32517943	Uterine Corpus Endometrial
ecc598292	chr22	32908018	32928561	Pediatric Brain
ecc598293	chr22	32927832	32928520	Breast
ecc598294	chr22	32927944	32928500	Esophagus
ecc598295	chr22	32927954	32928504	Skin
ecc598296	chr22	32928046	32928513	Uvea
ecc598297	chr22	32928070	32928546	Bladder
ecc598298	chr22	32928123	32928560	Bladder
ecc598299	chr22	34233856	35388178	Skin
ecc598300	chr22	34774467	43282621	Cervix
ecc598301	chr22	36300667	36301346	Lung
ecc598302	chr22	36877861	36878532	Lung
ecc598303	chr22	36925042	36925713	Lung
ecc598304	chr22	37492619	38350777	Stomach
ecc598305	chr22	38180683	48327400	Skin
ecc598306	chr22	38763777	38873878	Ovary
ecc598307	chr22	38769935	38811285	Stomach
ecc598308	chr22	39004785	45691240	Skin
ecc598309	chr22	39844743	40905986	Uterine Corpus Endometrial
ecc598310	chr22	40900076	41090009	Uterine Corpus Endometrial
ecc598311	chr22	40926674	40927144	Stomach
ecc598312	chr22	41101152	41391357	Uterine Corpus Endometrial
ecc598313	chr22	42145599	42150398	Connective tissue
ecc598314	chr22	42426463	42636342	Lung
ecc598315	chr22	45071104	45900173	Stomach
ecc598316	chr22	45837318	45851292	Lung
ecc598317	chr22	45851671	45852268	Lung
ecc598318	chr22	47358388	47595868	Breast
ecc598319	chr22	47620023	47620716	Skin
ecc598320	chr22	47637268	47891923	Connective tissue
ecc598321	chr22	47834104	47886443	Breast
ecc598322	chr22	48051221	48071748	Esophagus
ecc598323	chr22	48631627	48652321	Skin
ecc598324	chr22	48771500	48983796	Connective tissue
ecc598325	chr22	49172525	49373219	Skin
ecc598326	chr22	49329209	49654940	Connective tissue
ecc598327	chr22	49409403	49874955	Skin
ecc598328	chr22	50079770	50800426	Brain
ecc598329	chr22	50970448	51171142	Skin
ecc598330	chr22	51221026	51304566	Skin
ecc598333	chr3	100074	8265638	Liver
ecc598334	chr3	936003	936693	Connective tissue
ecc598335	chr3	1031044	1031734	Connective tissue
ecc598336	chr3	1130907	1131597	Connective tissue
ecc598337	chr3	2212570	31371919	Connective tissue
ecc598338	chr3	4312799	5054180	Breast
ecc598339	chr3	5708697	5709341	Head and Neck
ecc598340	chr3	7900854	7905687	Connective tissue
ecc598341	chr3	8101405	8102095	Connective tissue
ecc598342	chr3	8132374	8133064	Connective tissue
ecc598343	chr3	8259490	8464889	Connective tissue
ecc598344	chr3	8299029	21649946	Liver
ecc598345	chr3	10070994	10111547	Bladder
ecc598346	chr3	10282637	15691455	Connective tissue
ecc598347	chr3	10550685	10571374	Connective tissue
ecc598348	chr3	11085602	13193994	Bladder
ecc598349	chr3	11513260	17359280	Bladder
ecc598350	chr3	11890628	14507176	Bladder
ecc598351	chr3	12090733	12631806	Breast
ecc598352	chr3	12632180	18139816	Breast
ecc598353	chr3	12916188	15825102	Skin
ecc598354	chr3	13247174	13247864	Connective tissue
ecc598355	chr3	13389984	13390549	Esophagus
ecc598356	chr3	13497750	13969918	Uterine Corpus Endometrial
ecc598357	chr3	13539900	15615699	Esophagus
ecc598358	chr3	13574601	13826429	Uterine Corpus Endometrial
ecc598359	chr3	13588898	13952959	Lung
ecc598360	chr3	13595208	13835157	Ovary
ecc598361	chr3	13674601	13879203	Uterine Corpus Endometrial
ecc598362	chr3	14195923	14558430	Uterine Corpus Endometrial
ecc598363	chr3	16067599	16923863	Skin
ecc598364	chr3	16769481	16770171	Connective tissue
ecc598365	chr3	16858547	18262464	Stomach
ecc598366	chr3	17190758	17211447	Connective tissue
ecc598367	chr3	17903271	17903691	Stomach
ecc598368	chr3	20317854	20577498	Connective tissue
ecc598369	chr3	20919093	22541971	Skin
ecc598370	chr3	23181047	23181467	Stomach
ecc598371	chr3	23900194	25057529	Connective tissue
ecc598372	chr3	26549592	27585587	Skin
ecc598373	chr3	27325794	27326648	Renal
ecc598374	chr3	29221786	29242376	Esophagus
ecc598375	chr3	30570360	30788707	Renal
ecc598376	chr3	30663047	30663717	Connective tissue
ecc598377	chr3	30788929	30789783	Renal
ecc598378	chr3	31136829	32706440	Renal
ecc598379	chr3	31238363	31259033	Connective tissue
ecc598380	chr3	32399581	34627721	Esophagus
ecc598381	chr3	33081241	35234778	Skin
ecc598382	chr3	37097405	38852913	Pediatric Brain
ecc598383	chr3	37573783	40271632	Skin
ecc598384	chr3	38193611	38504695	Stomach
ecc598385	chr3	38366622	39027418	Pediatric Brain
ecc598386	chr3	40513999	40840790	Pancreatic
ecc598387	chr3	41096512	41629604	Stomach
ecc598388	chr3	42622534	42643129	Head and Neck
ecc598389	chr3	45356162	46726716	Bladder
ecc598390	chr3	47665910	47666581	Lung
ecc598391	chr3	47835932	47836486	Bladder
ecc598392	chr3	47982983	47983519	Lung
ecc598393	chr3	48037908	48524356	Uterine Corpus Endometrial
ecc598394	chr3	48061745	48792289	Skin
ecc598395	chr3	48152658	48240716	Uterine Corpus Endometrial
ecc598396	chr3	49514286	53881965	Pancreatic
ecc598397	chr3	49746150	49946695	Skin
ecc598398	chr3	51319047	51319722	Head and Neck
ecc598399	chr3	53346448	58889017	Skin
ecc598400	chr3	56610086	56985232	Uterine Corpus Endometrial
ecc598401	chr3	56745630	56766246	Skin
ecc598402	chr3	56816251	56836663	Stomach
ecc598403	chr3	60869534	62929170	Lung
ecc598404	chr3	60988898	60989554	Colon
ecc598405	chr3	63203064	87899999	Skin
ecc598406	chr3	63273577	76896421	Bladder
ecc598407	chr3	63426059	64030831	Skin
ecc598408	chr3	65120257	65398188	Uterine Corpus Endometrial
ecc598409	chr3	65774494	65775150	Colon
ecc598410	chr3	66370472	66837308	Uterine Corpus Endometrial
ecc598411	chr3	67677804	76459356	Skin
ecc598412	chr3	68721762	72828825	Stomach
ecc598413	chr3	69470232	70137426	Skin
ecc598414	chr3	69738330	87899999	Skin
ecc598415	chr3	70275883	78678888	Stomach
ecc598416	chr3	71386171	71386781	Connective tissue
ecc598417	chr3	71831314	87899999	Ovary
ecc598418	chr3	72471700	72680542	Connective tissue
ecc598419	chr3	73905686	74562951	Connective tissue
ecc598420	chr3	74447089	74584605	Breast
ecc598421	chr3	74801030	74801696	Colon
ecc598422	chr3	74884080	75855018	Breast
ecc598423	chr3	75341916	87899999	Pancreatic
ecc598424	chr3	75883386	76083822	Bladder
ecc598425	chr3	75883389	76083813	Bladder
ecc598426	chr3	75883390	76083859	Stomach
ecc598427	chr3	75947830	76158757	Connective tissue
ecc598428	chr3	77051805	77504253	Connective tissue
ecc598429	chr3	78095275	78096030	Head and Neck
ecc598430	chr3	78679210	78679803	Stomach
ecc598431	chr3	79434765	80238006	Connective tissue
ecc598432	chr3	79438431	87609736	Skin
ecc598433	chr3	82821341	87983900	Breast
ecc598434	chr3	82822124	83022841	Skin
ecc598435	chr3	82915956	83187657	Breast
ecc598436	chr3	83318839	88462077	Lung
ecc598437	chr3	83436894	83457611	Skin
ecc598438	chr3	83482126	83502844	Skin
ecc598440	chr3	86460648	89002780	Lung
ecc598441	chr3	86947655	88383823	Connective tissue
ecc598442	chr3	88604323	90485962	Connective tissue
ecc598443	chr3	88904421	90425029	Breast
ecc598444	chr3	88993368	90268778	Skin
ecc598445	chr3	89040720	90234866	Skin
ecc598446	chr3	90020676	104631466	Lung
ecc598447	chr3	90040754	90173693	Connective tissue
ecc598448	chr3	93734670	104629403	Head and Neck
ecc598449	chr3	93734670	112999611	Esophagus
ecc598450	chr3	93900000	107728638	Ovary
ecc598455	chr3	93900000	97157817	Pancreatic
ecc598456	chr3	94101635	94202210	Stomach
ecc598457	chr3	94276040	94296615	Stomach
ecc598458	chr3	94337849	97108734	Lung
ecc598459	chr3	94351717	96504490	Stomach
ecc598460	chr3	94356621	94703697	Skin
ecc598462	chr3	95739306	96564061	Head and Neck
ecc598463	chr3	97110884	97619993	Lung
ecc598464	chr3	98554454	98554905	Brain
ecc598465	chr3	98554632	98555274	Brain
ecc598466	chr3	98554791	98555306	Brain
ecc598467	chr3	99486411	100986658	Head and Neck
ecc598469	chr3	100092809	100267635	Lung
ecc598470	chr3	101387274	109130344	Ovary
ecc598471	chr3	103783699	110568913	Ovary
ecc598472	chr3	104062906	104401020	Stomach
ecc598473	chr3	104478328	104478884	Esophagus
ecc598474	chr3	104549619	104816656	Stomach
ecc598475	chr3	104632980	120504757	Lung
ecc598477	chr3	105720990	105721425	Bladder
ecc598479	chr3	110617979	120730013	Ovary
ecc598480	chr3	111174085	111384479	Pediatric Brain
ecc598481	chr3	112667675	112914925	Cervix
ecc598482	chr3	113001705	117893829	Esophagus
ecc598483	chr3	115634762	115635409	Skin
ecc598484	chr3	117899918	137027679	Esophagus
ecc598485	chr3	118123273	137027679	Lung
ecc598486	chr3	119775176	120166480	Lung
ecc598487	chr3	123006300	124345949	Pancreatic
ecc598488	chr3	123516909	123831330	Uterine Corpus Endometrial
ecc598489	chr3	123858202	124097581	Lung
ecc598490	chr3	124265740	124286267	Esophagus
ecc598491	chr3	125528982	125567317	Stomach
ecc598492	chr3	125797568	126341091	Lung
ecc598493	chr3	126732906	127301324	Lung
ecc598494	chr3	126872885	127419118	Breast
ecc598495	chr3	127424883	127800541	Breast
ecc598496	chr3	127537019	127537546	Lung
ecc598497	chr3	127613311	127633818	Stomach
ecc598499	chr3	130191210	174793764	Cervix
ecc598501	chr3	132600072	132600652	Connective tissue
ecc598502	chr3	133547468	133606180	Breast
ecc598503	chr3	134164409	134165008	Uterine Corpus Endometrial
ecc598504	chr3	135806810	135889796	Breast
ecc598505	chr3	137047712	139682495	Esophagus
ecc598506	chr3	137047712	142605169	Lung
ecc598507	chr3	137047712	145948568	Esophagus
ecc598509	chr3	138390500	138786005	Stomach
ecc598510	chr3	138451351	139334488	Connective tissue
ecc598511	chr3	138541411	139748739	Esophagus
ecc598512	chr3	139093351	139777849	Breast
ecc598514	chr3	140691941	140724010	Breast
ecc598515	chr3	142273475	142274059	Esophagus
ecc598518	chr3	143197760	143287886	Connective tissue
ecc598519	chr3	143867803	144533401	Connective tissue
ecc598520	chr3	144466928	144482394	Lung
ecc598521	chr3	144561546	155597787	Lung
ecc598523	chr3	145963093	145979628	Lung
ecc598524	chr3	146804765	147468709	Connective tissue
ecc598525	chr3	147468000	182794583	Head and Neck
ecc598526	chr3	147469098	147537119	Connective tissue
ecc598527	chr3	147526586	147547140	Bladder
ecc598528	chr3	147537458	148189939	Connective tissue
ecc598529	chr3	147956524	153647382	Esophagus
ecc598530	chr3	148400657	149298847	Pancreatic
ecc598531	chr3	148406382	148419704	Lung
ecc598532	chr3	148958064	149439804	Breast
ecc598533	chr3	148995653	152462142	Bladder
ecc598534	chr3	149354401	197847500	Pancreatic
ecc598535	chr3	149640049	163733479	Ovary
ecc598536	chr3	150844061	155498415	Prostate
ecc598537	chr3	151022566	151054115	Lung
ecc598538	chr3	153493675	158801278	Esophagus
ecc598539	chr3	154827030	156077734	Esophagus
ecc598540	chr3	155297489	155973560	Connective tissue
ecc598541	chr3	155364215	156074227	Breast
ecc598542	chr3	155464647	160275031	Lung
ecc598543	chr3	155759892	156267578	Prostate
ecc598544	chr3	155976691	156529362	Connective tissue
ecc598545	chr3	156435936	197847500	Pancreatic
ecc598546	chr3	157233395	190022148	Lung
ecc598547	chr3	157550551	157595264	Lung
ecc598548	chr3	158173887	197538677	Esophagus
ecc598549	chr3	158227246	162402618	Lung
ecc598550	chr3	158739415	198022429	Ovary
ecc598551	chr3	160262257	160614500	Lung
ecc598552	chr3	160278272	160294561	Lung
ecc598553	chr3	160294750	162415525	Lung
ecc598554	chr3	160677167	160922136	Lung
ecc598555	chr3	160935296	197638677	Cervix
ecc598556	chr3	161089219	161170611	Breast
ecc598557	chr3	161172245	161172749	Breast
ecc598558	chr3	161685469	180990984	Prostate
ecc598559	chr3	162242058	163294516	Lung
ecc598560	chr3	162406181	162406732	Lung
ecc598561	chr3	162417910	162429906	Lung
ecc598562	chr3	162433642	167577554	Lung
ecc598563	chr3	162726676	185341976	Lung
ecc598564	chr3	162805620	197538677	Ovary
ecc598565	chr3	163295685	163500443	Lung
ecc598566	chr3	163670197	164199354	Lung
ecc598567	chr3	163737977	163758642	Connective tissue
ecc598568	chr3	163754676	170687244	Ovary
ecc598569	chr3	163805546	164144928	Connective tissue
ecc598570	chr3	164202185	164202736	Lung
ecc598571	chr3	164908950	164980538	Lung
ecc598572	chr3	165880577	167234318	Lung
ecc598573	chr3	166016122	166036672	Lung
ecc598574	chr3	166017343	170378258	Ovary
ecc598575	chr3	166066415	166066966	Lung
ecc598576	chr3	166723122	170441699	Breast
ecc598577	chr3	167006586	176806217	Ovary
ecc598578	chr3	167238375	170254678	Lung
ecc598579	chr3	167430937	167451488	Lung
ecc598580	chr3	167628669	168677468	Bladder
ecc598581	chr3	167650226	167960167	Lung
ecc598582	chr3	167970003	168485412	Lung
ecc598583	chr3	168312095	170160403	Lung
ecc598584	chr3	168445765	178697504	Breast
ecc598585	chr3	168471474	168942372	Uterine Corpus Endometrial
ecc598586	chr3	168499916	170616568	Lung
ecc598587	chr3	168591658	168811680	Uterine Corpus Endometrial
ecc598588	chr3	168595847	168648862	Ovary
ecc598589	chr3	168628195	197538677	Lung
ecc598590	chr3	168655114	169972081	Lung
ecc598591	chr3	168686675	175773388	Bladder
ecc598592	chr3	168853274	170234076	Bladder
ecc598593	chr3	169256555	169527590	Uterine Corpus Endometrial
ecc598594	chr3	169279468	169464942	Ovary
ecc598595	chr3	169365652	169425497	Uterine Corpus Endometrial
ecc598596	chr3	169479583	197538677	Ovary
ecc598597	chr3	170163473	184463799	Lung
ecc598598	chr3	170255957	185677818	Lung
ecc598599	chr3	170378408	170629097	Ovary
ecc598600	chr3	170618798	170664792	Lung
ecc598601	chr3	170670278	174059817	Lung
ecc598602	chr3	171991716	172617668	Bladder
ecc598603	chr3	172020421	172369345	Liver
ecc598604	chr3	172036978	172547999	Lung
ecc598605	chr3	172402026	172429224	Prostate
ecc598606	chr3	172548311	172548982	Lung
ecc598607	chr3	172916310	173168123	Esophagus
ecc598608	chr3	174070928	174087005	Lung
ecc598609	chr3	174099246	178243733	Lung
ecc598610	chr3	174305958	197538677	Lung
ecc598611	chr3	174467309	197847500	Pancreatic
ecc598612	chr3	174497563	174618432	Pancreatic
ecc598613	chr3	174569765	174927799	Bladder
ecc598614	chr3	174836654	175059610	Cervix
ecc598615	chr3	174958947	187268326	Lung
ecc598616	chr3	175759769	197538677	Cervix
ecc598617	chr3	176051051	176210561	Breast
ecc598618	chr3	176366621	179286305	Breast
ecc598619	chr3	176830303	179077943	Ovary
ecc598620	chr3	176914492	177079467	Lung
ecc598621	chr3	176957488	177221301	Esophagus
ecc598622	chr3	177081518	177136651	Lung
ecc598623	chr3	177103106	177103614	Stomach
ecc598624	chr3	177138751	177376818	Lung
ecc598625	chr3	177183971	177184547	Stomach
ecc598626	chr3	177481404	177807023	Breast
ecc598627	chr3	178837585	179216109	Breast
ecc598628	chr3	179846585	180066018	Breast
ecc598629	chr3	180233014	180233473	Breast
ecc598630	chr3	180464521	180618900	Breast
ecc598631	chr3	180659488	180699345	Connective tissue
ecc598632	chr3	180713923	185143819	Lung
ecc598633	chr3	181052813	185646329	Ovary
ecc598634	chr3	181269237	181652069	Esophagus
ecc598635	chr3	181305970	197847500	Prostate
ecc598636	chr3	181431577	181746227	Head and Neck
ecc598637	chr3	181663839	198022429	Pancreatic
ecc598638	chr3	181725808	181926258	Esophagus
ecc598639	chr3	181725809	181926313	Pancreatic
ecc598640	chr3	184067819	184313782	Esophagus
ecc598641	chr3	184202411	184457639	Breast
ecc598642	chr3	184269349	184602575	Stomach
ecc598643	chr3	184383620	184646248	Esophagus
ecc598644	chr3	184486669	184541930	Prostate
ecc598645	chr3	184737768	184738326	Lung
ecc598646	chr3	185172027	185192693	Colon
ecc598647	chr3	185666165	185822140	Ovary
ecc598648	chr3	186012474	186557332	Head and Neck
ecc598649	chr3	186100580	197847500	Pancreatic
ecc598650	chr3	186336961	186337595	Skin
ecc598651	chr3	186374550	186375141	Head and Neck
ecc598652	chr3	186436775	186719002	Breast
ecc598653	chr3	186850395	197538677	Breast
ecc598654	chr3	187240285	187240744	Breast
ecc598655	chr3	187400238	188222981	Esophagus
ecc598656	chr3	187477049	187957851	B-cell
ecc598657	chr3	187528141	187528677	Lung
ecc598658	chr3	189302061	189848715	Esophagus
ecc598659	chr3	189345238	189660471	Head and Neck
ecc598660	chr3	189502566	189752836	Head and Neck
ecc598661	chr3	190181913	194592746	Lung
ecc598662	chr3	191386479	197538677	Lung
ecc598663	chr3	191679472	191894727	Breast
ecc598664	chr3	191713146	191713697	Lung
ecc598665	chr3	195412252	195412689	Bladder
ecc598666	chr3	195662265	198022430	Lung
ecc598667	chr3	195729039	195729520	Breast
ecc598668	chr3	196332815	196353484	Connective tissue
ecc598669	chr3	196531337	198022430	Uterine Corpus Endometrial
ecc598670	chr4	22303	48199999	Liver
ecc598672	chr4	52178	2461359	Skin
ecc598673	chr4	74957	48199999	Skin
ecc598674	chr4	319736	6415861	Ovary
ecc598675	chr4	612083	812685	Skin
ecc598676	chr4	1158128	2854276	Bladder
ecc598677	chr4	1235325	2399704	Skin
ecc598678	chr4	1327323	2095026	Uterine Corpus Endometrial
ecc598679	chr4	1583095	2110662	Brain
ecc598680	chr4	1612412	1928867	Lung
ecc598681	chr4	1958773	1959444	Lung
ecc598682	chr4	2395296	3131948	Ovary
ecc598683	chr4	2421243	2639081	Skin
ecc598684	chr4	2804432	3041555	Skin
ecc598685	chr4	3139534	3371524	Skin
ecc598686	chr4	3542650	3664139	Head and Neck
ecc598687	chr4	3569145	3579674	Prostate
ecc598688	chr4	3635529	3636049	Stomach
ecc598689	chr4	4451759	7861939	Uterine Corpus Endometrial
ecc598690	chr4	4730973	4751576	Skin
ecc598691	chr4	5125076	15921178	Skin
ecc598692	chr4	6889224	7089872	Connective tissue
ecc598693	chr4	7549364	7809152	Connective tissue
ecc598694	chr4	9073697	9274117	Esophagus
ecc598695	chr4	9173335	9193930	Esophagus
ecc598696	chr4	12918576	13136668	Connective tissue
ecc598697	chr4	13158151	13942625	Connective tissue
ecc598698	chr4	14169897	14494260	Ovary
ecc598699	chr4	14285838	14286455	Connective tissue
